service_id,date,exception_type,exception_note,schedule_type
69162-1111100-0,20190830,1,FINAL,WD
6916227-1111100-27,20190830,1,FINAL Grossmont College,WD
69060-1111100-0,20190830,1,FINAL,WD
69056-1111100-0,20190830,1,FINAL,WD
69170-1111100-0,20190830,1,FINAL,WD
6917019-1111100-19,20190830,1,FINAL Southwestern College,WD
6917025-0000100-25,20190830,1,FINAL 904 Summer,WD
6917025-1111100-25,20190830,1,FINAL 904 Summer,WD
6917031-1111100-31,20190830,1,FINAL High Tech High School,WD
69059-1111100-0,20190830,1,FINAL,WD
69061-1111100-0,20190830,1,FINAL,WD
690617-1111100-7,20190830,1,FINAL Rural 888,WD
690619-1111100-9,20190830,1,FINAL Rural 891,WD
69211-1111100-0,20190830,1,PRODUCTION,WD
6921115-1111100-15,20190830,1,PRODUCTION SD Mesa College,WD
69166-1111100-0,20190830,1,Schedule #111,WD
69163-0000010-0,20190831,1,FINAL,SA
69057-0000010-0,20190831,1,FINAL,SA
69165-0000010-0,20190831,1,FINAL,SA
6916525-0000010-25,20190831,1,FINAL 904 Summer,SA
69212-0000010-0,20190831,1,PRODUCTION,SA
69167-0000010-0,20190831,1,Schedule #111,SA
62112,20190609,1,Coronado Ferry SUN-THU,WD
62112,20190610,1,Coronado Ferry SUN-THU,WD
962112,20190610,1,Coronado Ferry Commuter Trips,WD
62112,20190611,1,Coronado Ferry SUN-THU,WD
962112,20190611,1,Coronado Ferry Commuter Trips,WD
62112,20190612,1,Coronado Ferry SUN-THU,WD
962112,20190612,1,Coronado Ferry Commuter Trips,WD
62112,20190613,1,Coronado Ferry SUN-THU,WD
962112,20190613,1,Coronado Ferry Commuter Trips,WD
62113,20190614,1,Coronado Ferry FRI-SAT,WD
962112,20190614,1,Coronado Ferry Commuter Trips,WD
62113,20190615,1,Coronado Ferry FRI-SAT,WD
62112,20190616,1,Coronado Ferry SUN-THU,WD
62112,20190617,1,Coronado Ferry SUN-THU,WD
962112,20190617,1,Coronado Ferry Commuter Trips,WD
62112,20190618,1,Coronado Ferry SUN-THU,WD
962112,20190618,1,Coronado Ferry Commuter Trips,WD
62112,20190619,1,Coronado Ferry SUN-THU,WD
962112,20190619,1,Coronado Ferry Commuter Trips,WD
62112,20190620,1,Coronado Ferry SUN-THU,WD
962112,20190620,1,Coronado Ferry Commuter Trips,WD
62113,20190621,1,Coronado Ferry FRI-SAT,WD
962112,20190621,1,Coronado Ferry Commuter Trips,WD
62113,20190622,1,Coronado Ferry FRI-SAT,WD
62112,20190623,1,Coronado Ferry SUN-THU,WD
62112,20190624,1,Coronado Ferry SUN-THU,WD
962112,20190624,1,Coronado Ferry Commuter Trips,WD
62112,20190625,1,Coronado Ferry SUN-THU,WD
962112,20190625,1,Coronado Ferry Commuter Trips,WD
62112,20190626,1,Coronado Ferry SUN-THU,WD
962112,20190626,1,Coronado Ferry Commuter Trips,WD
62112,20190627,1,Coronado Ferry SUN-THU,WD
962112,20190627,1,Coronado Ferry Commuter Trips,WD
62113,20190628,1,Coronado Ferry FRI-SAT,WD
962112,20190628,1,Coronado Ferry Commuter Trips,WD
62113,20190629,1,Coronado Ferry FRI-SAT,WD
62112,20190630,1,Coronado Ferry SUN-THU,WD
62112,20190701,1,Coronado Ferry SUN-THU,WD
962112,20190701,1,Coronado Ferry Commuter Trips,WD
62112,20190702,1,Coronado Ferry SUN-THU,WD
962112,20190702,1,Coronado Ferry Commuter Trips,WD
62112,20190703,1,Coronado Ferry SUN-THU,WD
962112,20190703,1,Coronado Ferry Commuter Trips,WD
62112,20190704,1,Coronado Ferry SUN-THU,WD
62113,20190705,1,Coronado Ferry FRI-SAT,WD
962112,20190705,1,Coronado Ferry Commuter Trips,WD
62113,20190706,1,Coronado Ferry FRI-SAT,WD
62112,20190707,1,Coronado Ferry SUN-THU,WD
62112,20190708,1,Coronado Ferry SUN-THU,WD
962112,20190708,1,Coronado Ferry Commuter Trips,WD
62112,20190709,1,Coronado Ferry SUN-THU,WD
962112,20190709,1,Coronado Ferry Commuter Trips,WD
62112,20190710,1,Coronado Ferry SUN-THU,WD
962112,20190710,1,Coronado Ferry Commuter Trips,WD
62112,20190711,1,Coronado Ferry SUN-THU,WD
962112,20190711,1,Coronado Ferry Commuter Trips,WD
62113,20190712,1,Coronado Ferry FRI-SAT,WD
962112,20190712,1,Coronado Ferry Commuter Trips,WD
62113,20190713,1,Coronado Ferry FRI-SAT,WD
62112,20190714,1,Coronado Ferry SUN-THU,WD
62112,20190715,1,Coronado Ferry SUN-THU,WD
962112,20190715,1,Coronado Ferry Commuter Trips,WD
62112,20190716,1,Coronado Ferry SUN-THU,WD
962112,20190716,1,Coronado Ferry Commuter Trips,WD
62112,20190717,1,Coronado Ferry SUN-THU,WD
962112,20190717,1,Coronado Ferry Commuter Trips,WD
62112,20190718,1,Coronado Ferry SUN-THU,WD
962112,20190718,1,Coronado Ferry Commuter Trips,WD
62113,20190719,1,Coronado Ferry FRI-SAT,WD
962112,20190719,1,Coronado Ferry Commuter Trips,WD
62113,20190720,1,Coronado Ferry FRI-SAT,WD
62112,20190721,1,Coronado Ferry SUN-THU,WD
62112,20190722,1,Coronado Ferry SUN-THU,WD
962112,20190722,1,Coronado Ferry Commuter Trips,WD
62112,20190723,1,Coronado Ferry SUN-THU,WD
962112,20190723,1,Coronado Ferry Commuter Trips,WD
62112,20190724,1,Coronado Ferry SUN-THU,WD
962112,20190724,1,Coronado Ferry Commuter Trips,WD
62112,20190725,1,Coronado Ferry SUN-THU,WD
962112,20190725,1,Coronado Ferry Commuter Trips,WD
62113,20190726,1,Coronado Ferry FRI-SAT,WD
962112,20190726,1,Coronado Ferry Commuter Trips,WD
62113,20190727,1,Coronado Ferry FRI-SAT,WD
62112,20190728,1,Coronado Ferry SUN-THU,WD
62112,20190729,1,Coronado Ferry SUN-THU,WD
962112,20190729,1,Coronado Ferry Commuter Trips,WD
62112,20190730,1,Coronado Ferry SUN-THU,WD
962112,20190730,1,Coronado Ferry Commuter Trips,WD
62112,20190731,1,Coronado Ferry SUN-THU,WD
962112,20190731,1,Coronado Ferry Commuter Trips,WD
62112,20190801,1,Coronado Ferry SUN-THU,WD
962112,20190801,1,Coronado Ferry Commuter Trips,WD
62113,20190802,1,Coronado Ferry FRI-SAT,WD
962112,20190802,1,Coronado Ferry Commuter Trips,WD
62113,20190803,1,Coronado Ferry FRI-SAT,WD
62112,20190804,1,Coronado Ferry SUN-THU,WD
62112,20190805,1,Coronado Ferry SUN-THU,WD
962112,20190805,1,Coronado Ferry Commuter Trips,WD
62112,20190806,1,Coronado Ferry SUN-THU,WD
962112,20190806,1,Coronado Ferry Commuter Trips,WD
62112,20190807,1,Coronado Ferry SUN-THU,WD
962112,20190807,1,Coronado Ferry Commuter Trips,WD
62112,20190808,1,Coronado Ferry SUN-THU,WD
962112,20190808,1,Coronado Ferry Commuter Trips,WD
62113,20190809,1,Coronado Ferry FRI-SAT,WD
962112,20190809,1,Coronado Ferry Commuter Trips,WD
62113,20190810,1,Coronado Ferry FRI-SAT,WD
62112,20190811,1,Coronado Ferry SUN-THU,WD
62112,20190812,1,Coronado Ferry SUN-THU,WD
962112,20190812,1,Coronado Ferry Commuter Trips,WD
62112,20190813,1,Coronado Ferry SUN-THU,WD
962112,20190813,1,Coronado Ferry Commuter Trips,WD
62112,20190814,1,Coronado Ferry SUN-THU,WD
962112,20190814,1,Coronado Ferry Commuter Trips,WD
62112,20190815,1,Coronado Ferry SUN-THU,WD
962112,20190815,1,Coronado Ferry Commuter Trips,WD
62113,20190816,1,Coronado Ferry FRI-SAT,WD
962112,20190816,1,Coronado Ferry Commuter Trips,WD
62113,20190817,1,Coronado Ferry FRI-SAT,WD
62112,20190818,1,Coronado Ferry SUN-THU,WD
62112,20190819,1,Coronado Ferry SUN-THU,WD
962112,20190819,1,Coronado Ferry Commuter Trips,WD
62112,20190820,1,Coronado Ferry SUN-THU,WD
962112,20190820,1,Coronado Ferry Commuter Trips,WD
62112,20190821,1,Coronado Ferry SUN-THU,WD
962112,20190821,1,Coronado Ferry Commuter Trips,WD
62112,20190822,1,Coronado Ferry SUN-THU,WD
962112,20190822,1,Coronado Ferry Commuter Trips,WD
62113,20190823,1,Coronado Ferry FRI-SAT,WD
962112,20190823,1,Coronado Ferry Commuter Trips,WD
62113,20190824,1,Coronado Ferry FRI-SAT,WD
62112,20190825,1,Coronado Ferry SUN-THU,WD
62112,20190826,1,Coronado Ferry SUN-THU,WD
962112,20190826,1,Coronado Ferry Commuter Trips,WD
62112,20190827,1,Coronado Ferry SUN-THU,WD
962112,20190827,1,Coronado Ferry Commuter Trips,WD
62112,20190828,1,Coronado Ferry SUN-THU,WD
962112,20190828,1,Coronado Ferry Commuter Trips,WD
62112,20190829,1,Coronado Ferry SUN-THU,WD
962112,20190829,1,Coronado Ferry Commuter Trips,WD
62113,20190830,1,Coronado Ferry FRI-SAT,WD
962112,20190830,1,Coronado Ferry Commuter Trips,WD
62113,20190831,1,Coronado Ferry FRI-SAT,WD
