route_id,service_id,trip_id,trip_headsign,direction_id,direction_name,block_id,shape_id,wheelchair_accessible,trip_bikes_allowed,trip_headsign_short
701,69170-1111100-0,13870383,"H St Transit Center",0,North,70106,701_0_23,1,2,H St TC
701,69170-1111100-0,13870402,"H St Transit Center",0,North,70107,701_0_23,1,2,H St TC
701,69170-1111100-0,13870324,"H St Transit Center",0,North,70102,701_0_23,1,2,H St TC
701,69170-1111100-0,13870375,"H St Transit Center",0,North,70105,701_0_23,1,2,H St TC
701,69170-1111100-0,13870322,"H St Transit Center",0,North,70101,701_0_23,1,2,H St TC
701,69170-1111100-0,13870362,"H St Transit Center",0,North,70104,701_0_23,1,2,H St TC
701,69170-1111100-0,13870343,"H St Transit Center",0,North,70103,701_0_23,1,2,H St TC
701,69170-1111100-0,13870386,"H St Transit Center",0,North,70106,701_0_23,1,2,H St TC
701,69170-1111100-0,13870398,"H St Transit Center",0,North,70107,701_0_23,1,2,H St TC
701,69170-1111100-0,13870326,"H St Transit Center",0,North,70102,701_0_23,1,2,H St TC
701,69170-1111100-0,13870366,"H St Transit Center",0,North,70105,701_0_23,1,2,H St TC
701,69170-1111100-0,13870329,"H St Transit Center",0,North,70101,701_0_23,1,2,H St TC
701,69170-1111100-0,13870350,"H St Transit Center",0,North,70104,701_0_23,1,2,H St TC
701,69170-1111100-0,13870331,"H St Transit Center",0,North,70103,701_0_23,1,2,H St TC
701,69170-1111100-0,13870382,"H St Transit Center",0,North,70106,701_0_23,1,2,H St TC
701,69170-1111100-0,13870328,"H St Transit Center",0,North,70102,701_0_23,1,2,H St TC
701,69170-1111100-0,13870347,"H St Transit Center",0,North,70101,701_0_23,1,2,H St TC
701,69170-1111100-0,13870387,"H St Transit Center",0,North,70106,701_0_23,1,2,H St TC
701,69170-1111100-0,13870349,"H St Transit Center",0,North,70101,701_0_23,1,2,H St TC
701,69170-1111100-0,13870384,"H St Transit Center",0,North,70106,701_0_23,1,2,H St TC
701,69170-1111100-0,13870365,"H St Transit Center",0,North,70101,701_0_23,1,2,H St TC
701,69170-1111100-0,13870302,"Palomar St Transit Center",1,South,70101,701_1_22,1,2,Palomar St TC
701,69170-1111100-0,13870333,"Palomar St Transit Center",1,South,70103,701_1_22,1,2,Palomar St TC
701,69170-1111100-0,13870314,"Palomar St Transit Center",1,South,70102,701_1_22,1,2,Palomar St TC
701,69170-1111100-0,13870368,"Palomar St Transit Center",1,South,70105,701_1_22,1,2,Palomar St TC
701,69170-1111100-0,13870305,"Palomar St Transit Center",1,South,70101,701_1_22,1,2,Palomar St TC
701,69170-1111100-0,13870354,"Palomar St Transit Center",1,South,70104,701_1_22,1,2,Palomar St TC
701,69170-1111100-0,13870335,"Palomar St Transit Center",1,South,70103,701_1_22,1,2,Palomar St TC
701,69170-1111100-0,13870394,"Palomar St Transit Center",1,South,70106,701_1_22,1,2,Palomar St TC
701,69170-1111100-0,13870400,"Palomar St Transit Center",1,South,70107,701_1_22,1,2,Palomar St TC
701,69170-1111100-0,13870315,"Palomar St Transit Center",1,South,70102,701_1_22,1,2,Palomar St TC
701,69170-1111100-0,13870371,"Palomar St Transit Center",1,South,70105,701_1_22,1,2,Palomar St TC
701,69170-1111100-0,13870306,"Palomar St Transit Center",1,South,70101,701_1_22,1,2,Palomar St TC
701,69170-1111100-0,13870351,"Palomar St Transit Center",1,South,70104,701_1_22,1,2,Palomar St TC
701,69170-1111100-0,13870334,"Palomar St Transit Center",1,South,70103,701_1_22,1,2,Palomar St TC
701,69170-1111100-0,13870393,"Palomar St Transit Center",1,South,70106,701_1_22,1,2,Palomar St TC
701,69170-1111100-0,13870399,"Palomar St Transit Center",1,South,70107,701_1_22,1,2,Palomar St TC
701,69170-1111100-0,13870317,"Palomar St Transit Center",1,South,70102,701_1_22,1,2,Palomar St TC
701,69170-1111100-0,13870370,"Palomar St Transit Center",1,South,70105,701_1_22,1,2,Palomar St TC
701,69170-1111100-0,13870308,"Palomar St Transit Center",1,South,70101,701_1_22,1,2,Palomar St TC
701,69170-1111100-0,13870357,"Palomar St Transit Center",1,South,70104,701_1_22,1,2,Palomar St TC
701,69170-1111100-0,13870340,"Palomar St Transit Center",1,South,70103,701_1_22,1,2,Palomar St TC
701,69170-1111100-0,13870389,"Palomar St Transit Center",1,South,70106,701_1_22,1,2,Palomar St TC
701,69170-1111100-0,13870397,"Palomar St Transit Center",1,South,70107,701_1_22,1,2,Palomar St TC
701,69170-1111100-0,13870319,"Palomar St Transit Center",1,South,70102,701_1_22,1,2,Palomar St TC
701,69170-1111100-0,13870369,"Palomar St Transit Center",1,South,70105,701_1_22,1,2,Palomar St TC
701,69170-1111100-0,13870310,"Palomar St Transit Center",1,South,70101,701_1_22,1,2,Palomar St TC
701,69170-1111100-0,13870356,"Palomar St Transit Center",1,South,70104,701_1_22,1,2,Palomar St TC
701,69170-1111100-0,13870338,"Palomar St Transit Center",1,South,70103,701_1_22,1,2,Palomar St TC
701,69170-1111100-0,13870391,"Palomar St Transit Center",1,South,70106,701_1_22,1,2,Palomar St TC
701,69170-1111100-0,13870401,"Palomar St Transit Center",1,South,70107,701_1_22,1,2,Palomar St TC
701,69170-1111100-0,13870321,"Palomar St Transit Center",1,South,70102,701_1_22,1,2,Palomar St TC
701,69170-1111100-0,13870372,"Palomar St Transit Center",1,South,70105,701_1_22,1,2,Palomar St TC
701,69170-1111100-0,13870325,"Palomar St Transit Center",1,South,70101,701_1_22,1,2,Palomar St TC
701,69170-1111100-0,13870361,"Palomar St Transit Center",1,South,70104,701_1_22,1,2,Palomar St TC
701,69170-1111100-0,13870342,"Palomar St Transit Center",1,South,70103,701_1_22,1,2,Palomar St TC
701,69170-1111100-0,13870390,"Palomar St Transit Center",1,South,70106,701_1_22,1,2,Palomar St TC
701,69170-1111100-0,13870405,"Palomar St Transit Center",1,South,70107,701_1_22,1,2,Palomar St TC
701,69170-1111100-0,13870323,"Palomar St Transit Center",1,South,70102,701_1_22,1,2,Palomar St TC
701,69170-1111100-0,13870378,"Palomar St Transit Center",1,South,70105,701_1_22,1,2,Palomar St TC
701,69170-1111100-0,13870327,"Palomar St Transit Center",1,South,70101,701_1_22,1,2,Palomar St TC
701,69170-1111100-0,13870363,"Palomar St Transit Center",1,South,70104,701_1_22,1,2,Palomar St TC
701,69170-1111100-0,13870345,"Palomar St Transit Center",1,South,70103,701_1_22,1,2,Palomar St TC
701,69170-1111100-0,13870392,"Palomar St Transit Center",1,South,70106,701_1_22,1,2,Palomar St TC
701,69170-1111100-0,13870404,"Palomar St Transit Center",1,South,70107,701_1_22,1,2,Palomar St TC
701,69170-1111100-0,13870330,"Palomar St Transit Center",1,South,70102,701_1_22,1,2,Palomar St TC
701,69170-1111100-0,13870367,"Palomar St Transit Center",1,South,70105,701_1_22,1,2,Palomar St TC
701,69170-1111100-0,13870332,"Palomar St Transit Center",1,South,70101,701_1_22,1,2,Palomar St TC
701,69170-1111100-0,13870346,"Palomar St Transit Center",1,South,70103,701_1_22,1,2,Palomar St TC
701,69170-1111100-0,13870381,"Palomar St Transit Center",1,South,70106,701_1_22,1,2,Palomar St TC
701,69170-1111100-0,13870348,"Palomar St Transit Center",1,South,70101,701_1_22,1,2,Palomar St TC
701,69170-1111100-0,13870388,"Palomar St Transit Center",1,South,70106,701_1_22,1,2,Palomar St TC
701,69170-1111100-0,13870352,"Palomar St Transit Center",1,South,70101,701_1_22,1,2,Palomar St TC
701,69170-1111100-0,13870380,"Palomar St Transit Center",1,South,70106,701_1_22,1,2,Palomar St TC
701,69170-1111100-0,13870364,"Palomar St Transit Center",1,South,70101,701_1_22,1,2,Palomar St TC
704,69170-1111100-0,13871377,"Sharp Med Ctr",0,North,70401,704_0_72,1,2,Sharp Med Ctr
704,69170-1111100-0,13871369,"E St Transit Center",0,North,70402,704_0_69,1,2,E St TC
704,69170-1111100-0,13871364,"E St Transit Center",0,North,70403,704_0_69,1,2,E St TC
704,69170-1111100-0,13871357,"E St Transit Center",0,North,70405,704_0_69,1,2,E St TC
704,69170-1111100-0,13871359,"E St Transit Center",0,North,70404,704_0_69,1,2,E St TC
704,69170-1111100-0,13871375,"E St Transit Center",0,North,70401,704_0_69,1,2,E St TC
704,69170-1111100-0,13871370,"E St Transit Center",0,North,70402,704_0_69,1,2,E St TC
704,69170-1111100-0,13871365,"E St Transit Center",0,North,70403,704_0_69,1,2,E St TC
704,69170-1111100-0,13871362,"E St Transit Center",0,North,70405,704_0_69,1,2,E St TC
704,69170-1111100-0,13871371,"E St Transit Center",0,North,70404,704_0_69,1,2,E St TC
704,69170-1111100-0,13871376,"E St Transit Center",0,North,70401,704_0_69,1,2,E St TC
704,69170-1111100-0,13871380,"E St Transit Center",0,North,70402,704_0_69,1,2,E St TC
704,69170-1111100-0,13871379,"E St Transit Center",0,North,70403,704_0_69,1,2,E St TC
704,69170-1111100-0,13871382,"E St Transit Center",0,North,70405,704_0_69,1,2,E St TC
704,69170-1111100-0,13871384,"E St Transit Center",0,North,70404,704_0_69,1,2,E St TC
704,69170-1111100-0,13871386,"E St Transit Center",0,North,70401,704_0_69,1,2,E St TC
704,69170-1111100-0,13871388,"E St Transit Center",0,North,70402,704_0_69,1,2,E St TC
704,69170-1111100-0,13871391,"E St Transit Center",0,North,70403,704_0_69,1,2,E St TC
704,69170-1111100-0,13871393,"E St Transit Center",0,North,70405,704_0_69,1,2,E St TC
704,69170-1111100-0,13871394,"E St Transit Center",0,North,70404,704_0_69,1,2,E St TC
704,69170-1111100-0,13871396,"E St Transit Center",0,North,70401,704_0_69,1,2,E St TC
704,69170-1111100-0,13871398,"E St Transit Center",0,North,70402,704_0_69,1,2,E St TC
704,69170-1111100-0,13871400,"E St Transit Center",0,North,70403,704_0_69,1,2,E St TC
704,69170-1111100-0,13871402,"E St Transit Center",0,North,70405,704_0_69,1,2,E St TC
704,69170-1111100-0,13871405,"E St Transit Center",0,North,70404,704_0_69,1,2,E St TC
704,69170-1111100-0,13871407,"Sharp Med Ctr",0,North,70401,704_0_67,1,2,Sharp Med Ctr
704,69170-1111100-0,13871408,"E St Transit Center",0,North,70402,704_0_69,1,2,E St TC
704,69170-1111100-0,13871410,"Sharp Med Ctr",0,North,70403,704_0_67,1,2,Sharp Med Ctr
704,69170-1111100-0,13871411,"E St Transit Center",0,North,70405,704_0_69,1,2,E St TC
704,69170-1111100-0,13871413,"E St Transit Center",0,North,70404,704_0_69,1,2,E St TC
704,69170-1111100-0,13871415,"E St Transit Center",0,North,70402,704_0_69,1,2,E St TC
704,69170-1111100-0,13871363,"Palomar St Transit Center",1,South,70403,704_1_71,1,2,Palomar St TC
704,69170-1111100-0,13871360,"Palomar St Transit Center",1,South,70404,704_1_70,1,2,Palomar St TC
704,69170-1111100-0,13871372,"Palomar St Transit Center",1,South,70401,704_1_68,1,2,Palomar St TC
704,69170-1111100-0,13871366,"Palomar St Transit Center",1,South,70402,704_1_68,1,2,Palomar St TC
704,69170-1111100-0,13871361,"Palomar St Transit Center",1,South,70403,704_1_68,1,2,Palomar St TC
704,69170-1111100-0,13871356,"Palomar St Transit Center",1,South,70405,704_1_68,1,2,Palomar St TC
704,69170-1111100-0,13871358,"Palomar St Transit Center",1,South,70404,704_1_68,1,2,Palomar St TC
704,69170-1111100-0,13871373,"Palomar St Transit Center",1,South,70401,704_1_68,1,2,Palomar St TC
704,69170-1111100-0,13871367,"Palomar St Transit Center",1,South,70402,704_1_68,1,2,Palomar St TC
704,69170-1111100-0,13871368,"Palomar St Transit Center",1,South,70403,704_1_68,1,2,Palomar St TC
704,69170-1111100-0,13871374,"Palomar St Transit Center",1,South,70405,704_1_68,1,2,Palomar St TC
704,69170-1111100-0,13871378,"Palomar St Transit Center",1,South,70404,704_1_68,1,2,Palomar St TC
704,69170-1111100-0,13871381,"Palomar St Transit Center",1,South,70401,704_1_68,1,2,Palomar St TC
704,69170-1111100-0,13871383,"Palomar St Transit Center",1,South,70402,704_1_68,1,2,Palomar St TC
704,69170-1111100-0,13871385,"Palomar St Transit Center",1,South,70403,704_1_68,1,2,Palomar St TC
704,69170-1111100-0,13871387,"Palomar St Transit Center",1,South,70405,704_1_68,1,2,Palomar St TC
704,69170-1111100-0,13871390,"Palomar St Transit Center",1,South,70404,704_1_68,1,2,Palomar St TC
704,69170-1111100-0,13871389,"Palomar St Transit Center",1,South,70401,704_1_68,1,2,Palomar St TC
704,69170-1111100-0,13871392,"Palomar St Transit Center",1,South,70402,704_1_68,1,2,Palomar St TC
704,69170-1111100-0,13871395,"Palomar St Transit Center",1,South,70403,704_1_68,1,2,Palomar St TC
704,69170-1111100-0,13871397,"Palomar St Transit Center",1,South,70405,704_1_68,1,2,Palomar St TC
704,69170-1111100-0,13871399,"Palomar St Transit Center",1,South,70404,704_1_68,1,2,Palomar St TC
704,69170-1111100-0,13871401,"Palomar St Transit Center",1,South,70401,704_1_68,1,2,Palomar St TC
704,69170-1111100-0,13871403,"Palomar St Transit Center",1,South,70402,704_1_68,1,2,Palomar St TC
704,69170-1111100-0,13871404,"Palomar St Transit Center",1,South,70403,704_1_68,1,2,Palomar St TC
704,69170-1111100-0,13871406,"Palomar St Transit Center",1,South,70405,704_1_68,1,2,Palomar St TC
704,69170-1111100-0,13871409,"Palomar St Transit Center",1,South,70404,704_1_68,1,2,Palomar St TC
704,69170-1111100-0,13871412,"Palomar St Transit Center",1,South,70402,704_1_68,1,2,Palomar St TC
704,69170-1111100-0,13871414,"Palomar St Transit Center",1,South,70405,704_1_68,1,2,Palomar St TC
705,69170-1111100-0,13871000,"Southwestern College",0,East,70501,705_2_35,1,2,Swtrn Clg
705,69170-1111100-0,13871034,"Plaza Bonita",0,East,70503,705_2_37,1,2,Plz Bta
705,69170-1111100-0,13871014,"Southwestern College",0,East,70502,705_2_35,1,2,Swtrn Clg
705,69170-1111100-0,13871036,"Plaza Bonita",0,East,70503,705_2_37,1,2,Plz Bta
705,69170-1111100-0,13871002,"Southwestern College",0,East,70501,705_2_35,1,2,Swtrn Clg
705,69170-1111100-0,13871038,"Plaza Bonita",0,East,70503,705_2_37,1,2,Plz Bta
705,69170-1111100-0,13871016,"Southwestern College",0,East,70502,705_2_35,1,2,Swtrn Clg
705,69170-1111100-0,13871040,"Plaza Bonita",0,East,70503,705_2_37,1,2,Plz Bta
705,69170-1111100-0,13871004,"Southwestern College",0,East,70501,705_2_35,1,2,Swtrn Clg
